Municipios,Ocupación_CIUO,Cargo_identificado,Nivel_educativo,programas_formar_esta_ocupación,instituciones_que_ofrecen_ programa,Nivel_formación,Municipios_programa,Brecha_cantidad
MEDELLÍN;BOGOTÁ;BUCARAMANGA,2153. INGENIEROS DE TELECOMUNICACIONES,ANALISTA DE INNOVACIÓN,POSGRADO;METODOLOGIAS INVESTIGATIVAS;MANEJO DE PAQUETES ESTADISTICOS;OFIMATICA,METODOLOGIAS INVESTIGATIVAS,,POSGRADO,BUCARAMANGA,POSGRADO;METODOLOGÍAS INVESTIGATIVAS;
MEDELLÍN;BOGOTÁ;BUCARAMANGA,2153. INGENIEROS DE TELECOMUNICACIONES,ANALISTA DE INNOVACIÓN,POSGRADO;METODOLOGIAS INVESTIGATIVAS;MANEJO DE PAQUETES ESTADISTICOS;OFIMATICA,METODOLOGIAS INVESTIGATIVAS,,POSGRADO,MEDELLÍN,POSGRADO;METODOLOGÍAS INVESTIGATIVAS;
MEDELLÍN;BOGOTÁ;BUCARAMANGA,2153. INGENIEROS DE TELECOMUNICACIONES,ANALISTA DE INNOVACIÓN,POSGRADO;METODOLOGIAS INVESTIGATIVAS;MANEJO DE PAQUETES ESTADISTICOS;OFIMATICA,METODOLOGIAS INVESTIGATIVAS,,POSGRADO,BOGOTÁ,POSGRADO;METODOLOGÍAS INVESTIGATIVAS;
MANIZALES,2529.PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE PRODUCTOS,UNIVERSITARIO;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE CALDAS;UNIVERSIDAD DE MANIZALES;UNIVERSIDAD AUTÓNOMA DE MANIZALES;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;,UNIVERSITARIO,MANIZALES,NO EXISTE BRECHA DE CANTIDAD
MANIZALES,2529.PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE PRODUCTOS,POSGRADO;GERENCIA DE PROYECTOS;,GERENCIA DE PROYECTOS,,POSGRADO,MANIZALES,POSGRADO;GERENCIA DE PROYECTOS;
BOGOTÁ,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE REDES Y SOPORTES,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE REDES Y SOPORTES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MANIZALES,2529.PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE REQUERIMIENTOS,TÉCNICO;TÉCNICO EN SISTEMAS;,TÉCNICO EN SISTEMAS,,TÉCNICO,MANIZALES,TÉCNICO;TÉCNICO EN SISTEMAS;
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;TECNOLOGÍA DE SOFTWARE;,TECNOLOGÍA DE DESARROLLO DE SOFTWARE,UNIDADES TECNOLÓGICAS DE SANTANDER,TECNÓLOGO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;TECNOLOGÍA DE SOFTWARE;,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,UNIDADES TECNOLÓGICAS DE SANTANDER,TECNÓLOGO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;TECNOLOGÍA DE SOFTWARE;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;TECNOLOGÍA DE SOFTWARE;,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,CORPORACIÓN UNIVERSITARIA EMPRESARIAL DE SALAMANCA;CORPORACIÓN UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;CORPORACIÓN POLITÉCNICO DE LA COSTA ATLANTICA,TECNÓLOGO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;TECNOLOGÍA DE SOFTWARE;,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN;TECNOLOGÍA DE SOFTWARE;,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,UNIVERSIDAD DE SAN BUENAVENTURA,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;BASES DE DATOS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;BASES DE DATOS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DEL NORTE;UNIVERSIDAD AUTÓNOMA DEL CARIBE- UNIAUTÓNOMA;UNIVERSIDAD LIBRE;UNIVERSIDAD SIMON BOLIVAR;CORPORACIÓN UNIVERSITARIA EMPRESARIAL DE SALAMANCA;CORPORACIÓN UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;CORPORACIÓN POLITÉCNICO DE LA CO,UNIVERSITARIO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;BASES DE DATOS;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD SANTO TOMÁS;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;UNIVERSIDAD DE SAN,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;BASES DE DATOS;,INGENIERÍA DE SOFTWARE,,UNIVERSITARIO,BARRANQUILLA,UNIVERSITARIO;INGENIERÍA DE SOFTWARE;
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;BASES DE DATOS;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD MANUELA BELTRAN-UMB-;UNIVERSIDAD DE LA SALLE;UNIVERSIDAD LIBRE;UNIVERSIDAD DE LOS ANDES;CORPORACIÓN UNIVERSIDAD PILOTO DE COLOMBIA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ANTONIO NARIÑO;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BARRANQUILLA;BUCARAMANGA,2512. DESARROLLADORES DE SOFTWARE,ANALISTA DE SOFTWARE - DESARROLLADOR DE APLICACIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;BASES DE DATOS;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,TÉCNICO;TÉCNICO EN SISTEMAS;,TÉCNICO EN SISTEMAS,,TÉCNICO,ARMENIA,TÉCNICO;TÉCNICO EN SISTEMAS;
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,TÉCNICO;TÉCNICO EN SISTEMAS;,TÉCNICO EN SISTEMAS,,TÉCNICO,BUCARAMANGA,TÉCNICO;TÉCNICO EN SISTEMAS;
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,TÉCNICO;TÉCNICO EN SISTEMAS;,TÉCNICO EN SISTEMAS,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TÉCNICO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,ARQUITECTO DE SOLUCIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,ARQUITECTO DE SOLUCIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DEL NORTE;UNIVERSIDAD AUTÓNOMA DEL CARIBE- UNIAUTÓNOMA;UNIVERSIDAD LIBRE;UNIVERSIDAD SIMON BOLIVAR;CORPORACIÓN UNIVERSITARIA EMPRESARIAL DE SALAMANCA;CORPORACIÓN UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;CORPORACIÓN POLITÉCNICO DE LA CO,UNIVERSITARIO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,ARQUITECTO DE SOLUCIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;LENGUAJES DE PROGRAMACIÓN O BASES DE DATOS,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,ARQUITECTO DE SOLUCIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;LENGUAJES DE PROGRAMACIÓN O BASES DE DATOS,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,ARQUITECTO DE SOLUCIONES,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;LENGUAJES DE PROGRAMACIÓN O BASES DE DATOS,INGENIERÍA DE SISTEMAS,UNIVERSIDAD DEL NORTE;UNIVERSIDAD AUTÓNOMA DEL CARIBE- UNIAUTÓNOMA;UNIVERSIDAD LIBRE;UNIVERSIDAD SIMON BOLIVAR;CORPORACIÓN UNIVERSITARIA EMPRESARIAL DE SALAMANCA;CORPORACIÓN UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;CORPORACIÓN POLITÉCNICO DE LA CO,UNIVERSITARIO,BARRANQUILLA,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,ARQUITECTO DE SOLUCIONES,POSGRADO;CONOCIMIENTOS DE MOTORES DE BASE DE DATOS;LENGUAJE DE PROGRAMACIÓN;DIPLOMADOS INTERNET DE LAS COSAS,CONOCIMIENTOS DE MOTORES DE BASE DE DATOS,,POSGRADO,BARRANQUILLA,POSGRADO;CONOCIMIENTOS DE MOTORES DE BASE DE DATOS;
BARRANQUILLA;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,ARQUITECTO DE SOLUCIONES,POSGRADO;CONOCIMIENTOS DE MOTORES DE BASE DE DATOS;LENGUAJE DE PROGRAMACIÓN;DIPLOMADOS INTERNET DE LAS COSAS,ESPECIALIZACIÓN EN GESTIÓN DE INFORMACIÓN Y BASES DE DATOS,UNIVERSIDAD DE SAN BUENAVENTURA,POSGRADO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BARRANQUILLA;MEDELLÍN;BOGOTÁ,1330. DIRECTORES DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION Y LAS COMUNICACIONES,ARQUITECTO DE SOLUCIONES,POSGRADO;CONOCIMIENTOS DE MOTORES DE BASE DE DATOS;LENGUAJE DE PROGRAMACIÓN;DIPLOMADOS INTERNET DE LAS COSAS,ESPECIALIZACIÓN EN DESARROLLO DE BASES DE DATOS,FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,POSGRADO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
MEDELLÍN;BUCARAMANGA,2514. PROGRAMADORES DE APLICACIONES,ASESOR DE SOPORTE AL CLIENTE,UNIVERSITARIO;INGENIERO DE SISTEMAS;MANEJO DE REDES;PLATAFORMAS EN LA NUBE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
MEDELLÍN;BUCARAMANGA,2514. PROGRAMADORES DE APLICACIONES,ASESOR DE SOPORTE AL CLIENTE,UNIVERSITARIO;INGENIERO DE SISTEMAS;MANEJO DE REDES;PLATAFORMAS EN LA NUBE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DE ANTIOQUIA;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD EAFIT-;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERSIDAD DE MEDELLIN;UNIVERSIDAD CATOLICA LUIS AMIGO-FUNLAM;POLITÉCNICO GRANCOLOMBIANO;INSTITUCIÓN UNIVERSIT,UNIVERSITARIO,MEDELLÍN,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,ARMENIA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,TECNOLOGÍA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,TECNÓLOGO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,TECNÓLOGO;TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,UNIDADES TECNOLÓGICAS DE SANTANDER,TECNÓLOGO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD SANTO TOMÁS;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;UNIVERSIDAD DE SAN,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD INDUSTRIAL DE SANTANDER;UNIVERSIDAD PONTIFICIA BOLIVARIANA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD AUTÓNOMA DE BUCARAMANGA-UNAB-;CORPORACIÓN UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;CORPORACIÓN UNIVERSIDAD DE INVESTIGACIÓN Y,UNIVERSITARIO,BUCARAMANGA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SISTEMAS,UNIVERSIDAD NACIONAL DE COLOMBIA;UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS;PONTIFICIA UNIVERSIDAD JAVERIANA;UNIVERSIDAD INCCA DE COLOMBIA;FUNDACIÓN UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;UNIVERSIDAD CENTRAL;UNIVERSIDAD DE SAN BUENAVENTURA;UNIVERS,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,UNIVERSIDAD DEL QUINDÍO,UNIVERSITARIO,ARMENIA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SOFTWARE,UNIVERSIDAD DEL QUINDÍO;INSTITUCIÓN UNIVERSITARIA EAM;,UNIVERSITARIO,ARMENIA,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,UNIVERSITARIO;INGENIERÍA DE SISTEMAS;INGENIERÍA DE SOFTWARE;,INGENIERÍA DE SOFTWARE,;UNIVERSIDAD MANUELA BELTRAN-UMB-;UNIVERSIDAD DE LA SALLE;UNIVERSIDAD LIBRE;UNIVERSIDAD DE LOS ANDES;CORPORACIÓN UNIVERSIDAD PILOTO DE COLOMBIA;UNIVERSIDAD COOPERATIVA DE COLOMBIA;UNIVERSIDAD ANTONIO NARIÑO;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;,UNIVERSITARIO,BOGOTÁ,NO EXISTE BRECHA DE CANTIDAD
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,POSGRADO;GERENCIA DE PROYECTOS;GERENCIA DE INFORMÁTICA;GERENCIA DE SOFTWARE;,GERENCIA DE PROYECTOS,,POSGRADO,BOGOTÁ,POSGRADO;GERENCIA DE PROYECTOS;
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,POSGRADO;GERENCIA DE PROYECTOS;GERENCIA DE INFORMÁTICA;GERENCIA DE SOFTWARE;,GERENCIA DE PROYECTOS,,POSGRADO,ARMENIA,POSGRADO;GERENCIA DE PROYECTOS;
BOGOTÁ;BUCARAMANGA;ARMENIA,2529. PROFESIONALES EN BASES DE DATOS Y EN REDES DE COMPUTADORES NO CLASIFICADOS EN OTROS GRUPOS PRIMARIOS,ANALISTA DE SOPORTE,POSGRADO;GERENCIA DE PROYECTOS;GERENCIA DE INFORMÁTICA;GERENCIA DE SOFTWARE;,GERENCIA DE SOFTWARE,,POSGRADO,ARMENIA,POSGRADO;GERENCIA DE SOFTWARE;
